showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
2000-05-15,2000,0,1,1,1,0,0,3,Not Part of a Tour,No Tour,First Tube,,0,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,1,1,1,1,0,0,0,Not Part of a Tour,No Tour,First Tube,,0,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,0,1,1,1,0,0,3,Not Part of a Tour,No Tour,First Tube,,0,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,1,1,1,1,0,0,0,Not Part of a Tour,No Tour,First Tube,,0,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,0,2,1,1,0,0,2,Not Part of a Tour,No Tour,Farmhouse,,1,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,1,2,1,1,0,0,0,Not Part of a Tour,No Tour,Dirt,,0,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,0,2,1,1,0,0,2,Not Part of a Tour,No Tour,Farmhouse,,1,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,1,2,1,1,0,0,0,Not Part of a Tour,No Tour,Dirt,,0,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,0,3,1,1,0,0,1,Not Part of a Tour,No Tour,Twist,,1,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,1,3,1,1,0,0,0,Not Part of a Tour,No Tour,Back on the Train,BOTT,0,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,0,3,1,1,0,0,1,Not Part of a Tour,No Tour,Twist,,1,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,1,3,1,1,0,0,0,Not Part of a Tour,No Tour,Back on the Train,BOTT,0,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,0,4,1,1,0,0,1,Not Part of a Tour,No Tour,Heavy Things,,1,Sonic Studios,Philadelphia,PA,USA,","
2000-05-15,2000,1,4,1,1,0,0,0,Not Part of a Tour,No Tour,Piper,,1,Sonic Studios,Philadelphia,PA,USA,","
