showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
1988-03-31,1988,0,1,1,1,0,0,2,1988 Tour,1988,I Didn't Know,IDK,1,Kenny's Castaways,New York,NY,USA,","
1988-03-31,1988,0,2,1,1,0,0,1,1988 Tour,1988,Golgi Apparatus,Golgi,1,Kenny's Castaways,New York,NY,USA,","
1988-03-31,1988,0,3,2,1,0,0,7,1988 Tour,1988,Fee,,1,Kenny's Castaways,New York,NY,USA,>
1988-03-31,1988,0,4,2,1,0,0,1,1988 Tour,1988,AC/DC Bag,Bag,1,Kenny's Castaways,New York,NY,USA,>
1988-03-31,1988,0,5,1,1,0,0,2,1988 Tour,1988,Possum,,1,Kenny's Castaways,New York,NY,USA,","
1988-03-31,1988,0,6,1,1,0,0,5,1988 Tour,1988,Fluffhead,,1,Kenny's Castaways,New York,NY,USA,","
1988-03-31,1988,0,7,1,1,0,0,5,1988 Tour,1988,Alumni Blues,Alumni,1,Kenny's Castaways,New York,NY,USA,","
1988-03-31,1988,0,8,1,1,0,0,1,1988 Tour,1988,The Lizards,Lizards,1,Kenny's Castaways,New York,NY,USA,","
1988-03-31,1988,0,9,2,1,0,0,1,1988 Tour,1988,Colonel Forbin's Ascent,Forbin's,1,Kenny's Castaways,New York,NY,USA,>
1988-03-31,1988,0,10,1,1,0,0,1,1988 Tour,1988,Fly Famous Mockingbird,Mockingbird,1,Kenny's Castaways,New York,NY,USA,","
1988-03-31,1988,0,11,1,1,0,0,5,1988 Tour,1988,Take the 'A' Train,'A' Train,0,Kenny's Castaways,New York,NY,USA,","
1988-03-31,1988,0,12,1,1,0,0,2,1988 Tour,1988,Fire,,0,Kenny's Castaways,New York,NY,USA,","
1988-03-31,1988,0,13,1,1,0,0,1,1988 Tour,1988,You Enjoy Myself,YEM,1,Kenny's Castaways,New York,NY,USA,","
1988-03-31,1988,0,14,6,1,0,0,1,1988 Tour,1988,Wilson,,1,Kenny's Castaways,New York,NY,USA,
1988-05-23,1988,0,1,1,1,0,0,2,1988 Tour,1988,Take the 'A' Train,'A' Train,0,Nectar's,Burlington,VT,USA,","
1988-05-23,1988,0,2,1,1,0,0,1,1988 Tour,1988,Golgi Apparatus,Golgi,1,Nectar's,Burlington,VT,USA,","
1988-05-23,1988,0,3,1,1,0,0,1,1988 Tour,1988,You Enjoy Myself,YEM,1,Nectar's,Burlington,VT,USA,","
1988-05-23,1988,0,4,1,1,0,0,1,1988 Tour,1988,Rocky Top,,0,Nectar's,Burlington,VT,USA,","
1988-05-23,1988,0,5,1,1,0,0,4,1988 Tour,1988,Light Up Or Leave Me Alone,Light Up,0,Nectar's,Burlington,VT,USA,","
1988-05-23,1988,0,6,1,1,0,0,2,1988 Tour,1988,I Didn't Know,IDK,1,Nectar's,Burlington,VT,USA,","
1988-05-23,1988,0,7,2,1,0,0,2,1988 Tour,1988,Peaches en Regalia,Peaches,0,Nectar's,Burlington,VT,USA,>
1988-05-23,1988,0,8,1,1,0,0,1,1988 Tour,1988,Possum,,1,Nectar's,Burlington,VT,USA,","
1988-05-23,1988,0,9,6,1,0,0,1,1988 Tour,1988,Good Times Bad Times,GTBT,0,Nectar's,Burlington,VT,USA,
1988-06-15,1988,0,1,1,1,0,0,4,1988 Tour,1988,Suzy Greenberg,Suzy,1,The Front,Burlington,VT,USA,","
1988-06-15,1988,0,2,2,1,0,0,4,1988 Tour,1988,Alumni Blues,Alumni,1,The Front,Burlington,VT,USA,>
1988-06-15,1988,0,3,2,1,0,0,4,1988 Tour,1988,Letter to Jimmy Page,LTJP,1,The Front,Burlington,VT,USA,>
1988-06-15,1988,0,4,1,1,0,0,0,1988 Tour,1988,Alumni Blues,Alumni,1,The Front,Burlington,VT,USA,","
1988-06-15,1988,0,5,3,1,0,0,5,1988 Tour,1988,You Enjoy Myself,YEM,1,The Front,Burlington,VT,USA,->
1988-06-15,1988,0,6,1,1,0,0,7,1988 Tour,1988,Wilson,,1,The Front,Burlington,VT,USA,","
1988-06-15,1988,0,7,1,1,0,0,4,1988 Tour,1988,Rocky Top,,0,The Front,Burlington,VT,USA,","
1988-06-15,1988,0,8,1,1,0,0,7,1988 Tour,1988,McGrupp and the Watchful Hosemasters,McGrupp,1,The Front,Burlington,VT,USA,","
1988-06-15,1988,0,9,1,1,0,0,4,1988 Tour,1988,Fluffhead,,1,The Front,Burlington,VT,USA,","
1988-06-15,1988,0,10,4,1,0,0,4,1988 Tour,1988,Golgi Apparatus,Golgi,1,The Front,Burlington,VT,USA,
1988-06-15,1988,0,11,1,2,0,0,4,1988 Tour,1988,La Grange,,0,The Front,Burlington,VT,USA,","
1988-06-15,1988,0,12,2,2,0,0,4,1988 Tour,1988,Fee,,1,The Front,Burlington,VT,USA,>
1988-06-15,1988,0,13,1,2,0,0,6,1988 Tour,1988,Timber (Jerry the Mule),Timber Ho,0,The Front,Burlington,VT,USA,","
1988-06-15,1988,0,14,1,2,0,0,4,1988 Tour,1988,I Didn't Know,IDK,1,The Front,Burlington,VT,USA,","
1988-06-15,1988,0,15,1,2,0,0,6,1988 Tour,1988,The Lizards,Lizards,1,The Front,Burlington,VT,USA,","
1988-06-15,1988,0,16,1,2,0,0,7,1988 Tour,1988,AC/DC Bag,Bag,1,The Front,Burlington,VT,USA,","
1988-06-15,1988,0,17,1,2,0,0,4,1988 Tour,1988,The Sloth,Sloth,1,The Front,Burlington,VT,USA,","
