showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
2016-01-01,2016,0,1,1,1,0,0,4,2015/2016 New Year's Run,2015-2016 NYE,Stealing Time From the Faulty Plan,STFTFP,1,Madison Square Garden,New York,NY,USA,","
2016-01-01,2016,0,2,1,1,0,0,20,2015/2016 New Year's Run,2015-2016 NYE,Heavy Things,,1,Madison Square Garden,New York,NY,USA,","
2016-01-01,2016,0,3,1,1,0,0,7,2015/2016 New Year's Run,2015-2016 NYE,How Many People Are You,,0,Madison Square Garden,New York,NY,USA,","
2016-01-01,2016,0,4,1,1,0,0,6,2015/2016 New Year's Run,2015-2016 NYE,Stash,,1,Madison Square Garden,New York,NY,USA,","
2016-01-01,2016,0,5,2,1,0,0,5,2015/2016 New Year's Run,2015-2016 NYE,Undermind,,0,Madison Square Garden,New York,NY,USA,>
2016-01-01,2016,0,6,1,1,0,0,8,2015/2016 New Year's Run,2015-2016 NYE,Rift,,1,Madison Square Garden,New York,NY,USA,","
2016-01-01,2016,0,7,1,1,0,0,4,2015/2016 New Year's Run,2015-2016 NYE,Wingsuit,,1,Madison Square Garden,New York,NY,USA,","
2016-01-01,2016,0,8,1,1,0,0,20,2015/2016 New Year's Run,2015-2016 NYE,Ocelot,,1,Madison Square Garden,New York,NY,USA,","
2016-01-01,2016,0,9,1,1,0,0,11,2015/2016 New Year's Run,2015-2016 NYE,Lawn Boy,,1,Madison Square Garden,New York,NY,USA,","
2016-01-01,2016,0,10,4,1,0,0,5,2015/2016 New Year's Run,2015-2016 NYE,Run Like an Antelope,Antelope,1,Madison Square Garden,New York,NY,USA,
2016-01-01,2016,0,11,2,2,0,0,3,2015/2016 New Year's Run,2015-2016 NYE,Down with Disease,DwD,1,Madison Square Garden,New York,NY,USA,>
2016-01-01,2016,0,12,1,2,0,0,6,2015/2016 New Year's Run,2015-2016 NYE,Dirt,,0,Madison Square Garden,New York,NY,USA,","
2016-01-01,2016,0,13,2,2,0,0,3,2015/2016 New Year's Run,2015-2016 NYE,Halfway to the Moon,,1,Madison Square Garden,New York,NY,USA,>
2016-01-01,2016,0,14,2,2,0,0,6,2015/2016 New Year's Run,2015-2016 NYE,Theme From the Bottom,Theme,1,Madison Square Garden,New York,NY,USA,>
2016-01-01,2016,0,15,2,2,0,0,4,2015/2016 New Year's Run,2015-2016 NYE,Light,,0,Madison Square Garden,New York,NY,USA,>
2016-01-01,2016,0,16,2,2,0,0,5,2015/2016 New Year's Run,2015-2016 NYE,Fuego,,1,Madison Square Garden,New York,NY,USA,>
2016-01-01,2016,0,17,5,2,0,0,3,2015/2016 New Year's Run,2015-2016 NYE,Slave to the Traffic Light,Slave,1,Madison Square Garden,New York,NY,USA,
2016-01-01,2016,0,18,6,e,0,0,8,2015/2016 New Year's Run,2015-2016 NYE,Farmhouse,,1,Madison Square Garden,New York,NY,USA,
2016-01-02,2016,0,1,1,1,0,0,4,2015/2016 New Year's Run,2015-2016 NYE,Your Pet Cat,,1,Madison Square Garden,New York,NY,USA,","
2016-01-02,2016,0,2,2,1,0,0,13,2015/2016 New Year's Run,2015-2016 NYE,AC/DC Bag,Bag,1,Madison Square Garden,New York,NY,USA,>
2016-01-02,2016,0,3,1,1,0,0,5,2015/2016 New Year's Run,2015-2016 NYE,NICU,,1,Madison Square Garden,New York,NY,USA,","
2016-01-02,2016,0,4,2,1,0,0,13,2015/2016 New Year's Run,2015-2016 NYE,It's Ice,,1,Madison Square Garden,New York,NY,USA,>
2016-01-02,2016,0,5,2,1,0,0,6,2015/2016 New Year's Run,2015-2016 NYE,Horn,,1,Madison Square Garden,New York,NY,USA,>
2016-01-02,2016,0,6,1,1,0,0,8,2015/2016 New Year's Run,2015-2016 NYE,Divided Sky,Divided,1,Madison Square Garden,New York,NY,USA,","
2016-01-02,2016,0,7,2,1,0,0,14,2015/2016 New Year's Run,2015-2016 NYE,Axilla,,1,Madison Square Garden,New York,NY,USA,>
2016-01-02,2016,0,8,1,1,0,0,7,2015/2016 New Year's Run,2015-2016 NYE,Maze,,1,Madison Square Garden,New York,NY,USA,","
