showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
2024-08-31,2024,0,1,1,1,0,0,4,2024 Summer Tour,2024 Summer,46 Days,,1,Dick's Sporting Goods Park,Commerce City,CO,USA,","
2024-08-31,2024,0,2,1,1,0,0,3,2024 Summer Tour,2024 Summer,Oblivion,,0,Dick's Sporting Goods Park,Commerce City,CO,USA,","
2024-08-31,2024,0,3,3,1,0,0,14,2024 Summer Tour,2024 Summer,Axilla (Part II),,1,Dick's Sporting Goods Park,Commerce City,CO,USA,->
2024-08-31,2024,0,4,1,1,0,0,3,2024 Summer Tour,2024 Summer,Bathtub Gin,Gin,1,Dick's Sporting Goods Park,Commerce City,CO,USA,","
2024-08-31,2024,0,5,1,1,0,0,10,2024 Summer Tour,2024 Summer,Undermind,,0,Dick's Sporting Goods Park,Commerce City,CO,USA,","
2024-08-31,2024,0,6,1,1,0,0,3,2024 Summer Tour,2024 Summer,Maze,,1,Dick's Sporting Goods Park,Commerce City,CO,USA,","
2024-08-31,2024,0,7,1,1,0,0,5,2024 Summer Tour,2024 Summer,Free,,1,Dick's Sporting Goods Park,Commerce City,CO,USA,","
2024-08-31,2024,0,8,4,1,0,0,19,2024 Summer Tour,2024 Summer,Most Events Aren't Planned,,0,Dick's Sporting Goods Park,Commerce City,CO,USA,
2024-08-31,2024,0,9,2,2,0,0,9,2024 Summer Tour,2024 Summer,Loving Cup,,0,Dick's Sporting Goods Park,Commerce City,CO,USA,>
2024-08-31,2024,0,10,3,2,0,0,4,2024 Summer Tour,2024 Summer,Kill Devil Falls,KDF,1,Dick's Sporting Goods Park,Commerce City,CO,USA,->
2024-08-31,2024,0,11,2,2,0,0,6,2024 Summer Tour,2024 Summer,What's Going Through Your Mind,WGTYM,0,Dick's Sporting Goods Park,Commerce City,CO,USA,>
2024-08-31,2024,0,12,1,2,0,0,6,2024 Summer Tour,2024 Summer,Crosseyed and Painless,C&amp;P,0,Dick's Sporting Goods Park,Commerce City,CO,USA,","
2024-08-31,2024,0,13,1,2,0,0,12,2024 Summer Tour,2024 Summer,Split Open and Melt,SOAMelt,1,Dick's Sporting Goods Park,Commerce City,CO,USA,","
2024-08-31,2024,0,14,1,2,0,0,12,2024 Summer Tour,2024 Summer,Monsters,,0,Dick's Sporting Goods Park,Commerce City,CO,USA,","
2024-08-31,2024,0,15,5,2,0,0,3,2024 Summer Tour,2024 Summer,Carini,,1,Dick's Sporting Goods Park,Commerce City,CO,USA,
2024-08-31,2024,0,16,1,e,0,0,9,2024 Summer Tour,2024 Summer,Bug,,0,Dick's Sporting Goods Park,Commerce City,CO,USA,","
2024-08-31,2024,0,17,6,e,0,0,4,2024 Summer Tour,2024 Summer,First Tube,,0,Dick's Sporting Goods Park,Commerce City,CO,USA,
