showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
1994-04-21,1994,0,1,1,1,0,0,2,1994 Spring Tour,1994 Spring,Chalk Dust Torture,CDT,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,","
1994-04-21,1994,0,2,2,1,0,0,2,1994 Spring Tour,1994 Spring,Sparkle,,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,>
1994-04-21,1994,0,3,1,1,0,0,3,1994 Spring Tour,1994 Spring,Foam,,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,","
1994-04-21,1994,0,4,1,1,0,0,2,1994 Spring Tour,1994 Spring,Glide,,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,","
1994-04-21,1994,0,5,1,1,0,0,2,1994 Spring Tour,1994 Spring,Split Open and Melt,SOAMelt,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,","
1994-04-21,1994,0,6,1,1,0,0,4,1994 Spring Tour,1994 Spring,The Lizards,Lizards,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,","
1994-04-21,1994,0,7,2,1,0,0,1,1994 Spring Tour,1994 Spring,Down with Disease,DwD,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,>
1994-04-21,1994,0,8,2,1,0,0,3,1994 Spring Tour,1994 Spring,If I Could,,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,>
1994-04-21,1994,0,9,4,1,0,0,1,1994 Spring Tour,1994 Spring,Cavern,,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,
1994-04-21,1994,0,10,2,2,0,0,2,1994 Spring Tour,1994 Spring,Also Sprach Zarathustra,2001,0,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,>
1994-04-21,1994,0,11,1,2,0,0,3,1994 Spring Tour,1994 Spring,Maze,,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,","
1994-04-21,1994,0,12,2,2,0,0,4,1994 Spring Tour,1994 Spring,Fluffhead,,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,>
1994-04-21,1994,0,13,2,2,0,0,2,1994 Spring Tour,1994 Spring,Mike's Song,Mike's,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,>
1994-04-21,1994,0,14,2,2,0,0,10,1994 Spring Tour,1994 Spring,I Am Hydrogen,Hydrogen,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,>
1994-04-21,1994,0,15,1,2,0,0,10,1994 Spring Tour,1994 Spring,Weekapaug Groove,Weekapaug,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,","
1994-04-21,1994,0,16,1,2,0,0,6,1994 Spring Tour,1994 Spring,Scent of a Mule,SOAMule,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,","
1994-04-21,1994,0,17,2,2,0,0,1,1994 Spring Tour,1994 Spring,Big Ball Jam,BBJ,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,>
1994-04-21,1994,0,18,1,2,0,0,7,1994 Spring Tour,1994 Spring,Possum,,1,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,","
1994-04-21,1994,0,19,5,2,0,0,5,1994 Spring Tour,1994 Spring,Amazing Grace,,0,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,
1994-04-21,1994,0,20,3,e,0,0,314,1994 Spring Tour,1994 Spring,Drums,,0,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,->
1994-04-21,1994,0,21,3,e,0,0,23,1994 Spring Tour,1994 Spring,Jam,,0,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,->
1994-04-21,1994,0,22,6,e,0,0,840,1994 Spring Tour,1994 Spring,All Along the Watchtower,,0,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,
1994-10-15,1994,0,1,2,1,0,0,7,1994 Fall Tour,1994 Fall,Wilson,,1,Oak Mountain Amphitheatre,Pelham,AL,USA,>
1994-10-15,1994,0,2,2,1,0,0,2,1994 Fall Tour,1994 Fall,Sparkle,,1,Oak Mountain Amphitheatre,Pelham,AL,USA,>
1994-10-15,1994,0,3,3,1,0,0,2,1994 Fall Tour,1994 Fall,Simple,,1,Oak Mountain Amphitheatre,Pelham,AL,USA,->
1994-10-15,1994,0,4,1,1,0,0,4,1994 Fall Tour,1994 Fall,Maze,,1,Oak Mountain Amphitheatre,Pelham,AL,USA,","
1994-10-15,1994,0,5,1,1,0,0,7,1994 Fall Tour,1994 Fall,Glide,,1,Oak Mountain Amphitheatre,Pelham,AL,USA,","
1994-10-15,1994,0,6,2,1,0,0,2,1994 Fall Tour,1994 Fall,Reba,,1,Oak Mountain Amphitheatre,Pelham,AL,USA,>
1994-10-15,1994,0,7,2,1,0,0,1,1994 Fall Tour,1994 Fall,Down with Disease,DwD,1,Oak Mountain Amphitheatre,Pelham,AL,USA,>
1994-10-15,1994,0,8,4,1,0,0,4,1994 Fall Tour,1994 Fall,Golgi Apparatus,Golgi,1,Oak Mountain Amphitheatre,Pelham,AL,USA,
1994-10-15,1994,0,9,2,2,0,0,6,1994 Fall Tour,1994 Fall,Also Sprach Zarathustra,2001,0,Oak Mountain Amphitheatre,Pelham,AL,USA,>
1994-10-15,1994,0,10,1,2,0,0,5,1994 Fall Tour,1994 Fall,Runaway Jim,,1,Oak Mountain Amphitheatre,Pelham,AL,USA,","
1994-10-15,1994,0,11,3,2,0,0,24,1994 Fall Tour,1994 Fall,Halley's Comet,Halley's,1,Oak Mountain Amphitheatre,Pelham,AL,USA,->
1994-10-15,1994,0,12,1,2,0,0,3,1994 Fall Tour,1994 Fall,Scent of a Mule,SOAMule,1,Oak Mountain Amphitheatre,Pelham,AL,USA,","
1994-10-15,1994,0,13,3,2,0,0,2,1994 Fall Tour,1994 Fall,You Enjoy Myself,YEM,1,Oak Mountain Amphitheatre,Pelham,AL,USA,->
1994-10-15,1994,0,14,3,2,0,0,8,1994 Fall Tour,1994 Fall,Catapult,,1,Oak Mountain Amphitheatre,Pelham,AL,USA,->
1994-10-15,1994,0,15,1,2,0,0,0,1994 Fall Tour,1994 Fall,You Enjoy Myself,YEM,1,Oak Mountain Amphitheatre,Pelham,AL,USA,","
1994-10-15,1994,0,16,1,2,0,0,2,1994 Fall Tour,1994 Fall,Amazing Grace,,0,Oak Mountain Amphitheatre,Pelham,AL,USA,","
1994-10-15,1994,0,17,1,2,0,0,1,1994 Fall Tour,1994 Fall,Foreplay/Long Time,,0,Oak Mountain Amphitheatre,Pelham,AL,USA,","
1994-10-15,1994,0,18,1,2,0,0,2,1994 Fall Tour,1994 Fall,Bouncing Around the Room,Bouncin',1,Oak Mountain Amphitheatre,Pelham,AL,USA,","
1994-10-15,1994,0,19,5,2,0,0,6,1994 Fall Tour,1994 Fall,Suzy Greenberg,Suzy,1,Oak Mountain Amphitheatre,Pelham,AL,USA,
1994-10-15,1994,0,20,1,e,0,0,67,1994 Fall Tour,1994 Fall,Drums,,0,Oak Mountain Amphitheatre,Pelham,AL,USA,","
1994-10-15,1994,0,21,6,e,0,0,907,1994 Fall Tour,1994 Fall,The Maker,,0,Oak Mountain Amphitheatre,Pelham,AL,USA,
