showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
1997-02-13,1997,0,1,1,1,0,0,1,1997 Winter European Tour,1997 Winter,Chalk Dust Torture,CDT,1,Shepherd's Bush Empire,London,,England,","
1997-02-13,1997,0,2,2,1,0,0,4,1997 Winter European Tour,1997 Winter,Wolfman's Brother,Wolfman's,1,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,3,2,1,0,0,1,1997 Winter European Tour,1997 Winter,Also Sprach Zarathustra,2001,0,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,4,1,1,0,0,1,1997 Winter European Tour,1997 Winter,Stash,,1,Shepherd's Bush Empire,London,,England,","
1997-02-13,1997,0,5,1,1,0,0,1102,1997 Winter European Tour,1997 Winter,Walfredo,,1,Shepherd's Bush Empire,London,,England,","
1997-02-13,1997,0,6,2,1,0,0,3,1997 Winter European Tour,1997 Winter,Taste,,1,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,7,2,1,0,0,10,1997 Winter European Tour,1997 Winter,Waste,,1,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,8,2,1,0,0,3,1997 Winter European Tour,1997 Winter,Poor Heart,,1,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,9,2,1,0,0,1,1997 Winter European Tour,1997 Winter,Character Zero,,1,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,10,1,1,0,0,1,1997 Winter European Tour,1997 Winter,Peaches en Regalia,Peaches,0,Shepherd's Bush Empire,London,,England,","
1997-02-13,1997,0,11,1,1,0,0,1096,1997 Winter European Tour,1997 Winter,Love Me,,0,Shepherd's Bush Empire,London,,England,","
1997-02-13,1997,0,12,4,1,0,0,3,1997 Winter European Tour,1997 Winter,David Bowie,Bowie,1,Shepherd's Bush Empire,London,,England,
1997-02-13,1997,0,13,1,2,0,0,1,1997 Winter European Tour,1997 Winter,Julius,,1,Shepherd's Bush Empire,London,,England,","
1997-02-13,1997,0,14,2,2,0,0,1,1997 Winter European Tour,1997 Winter,Cars Trucks Buses,CTB,1,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,15,2,2,0,0,1098,1997 Winter European Tour,1997 Winter,My Soul,,0,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,16,2,2,0,0,1,1997 Winter European Tour,1997 Winter,Punch You in the Eye,PYITE,1,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,17,2,2,0,0,20,1997 Winter European Tour,1997 Winter,Jam,,0,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,18,2,2,0,0,2,1997 Winter European Tour,1997 Winter,Slave to the Traffic Light,Slave,1,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,19,2,2,0,0,1098,1997 Winter European Tour,1997 Winter,When the Circus Comes,Circus,0,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,20,2,2,0,0,4,1997 Winter European Tour,1997 Winter,Maze,,1,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,21,1,2,0,0,1096,1997 Winter European Tour,1997 Winter,Rock A William,,1,Shepherd's Bush Empire,London,,England,","
1997-02-13,1997,0,22,2,2,0,0,1,1997 Winter European Tour,1997 Winter,Harry Hood,Hood,1,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,23,5,2,0,0,4,1997 Winter European Tour,1997 Winter,Frankenstein,,0,Shepherd's Bush Empire,London,,England,
1997-02-13,1997,0,24,2,e,0,0,1,1997 Winter European Tour,1997 Winter,Prince Caspian,Caspian,1,Shepherd's Bush Empire,London,,England,>
1997-02-13,1997,0,25,6,e,0,0,4,1997 Winter European Tour,1997 Winter,Johnny B. Goode,JBG,0,Shepherd's Bush Empire,London,,England,
1997-02-14,1997,0,1,2,1,0,0,5,1997 Winter European Tour,1997 Winter,Runaway Jim,,1,Le Botanique,Brussels,,Belgium,>
1997-02-14,1997,0,2,1,1,0,0,5,1997 Winter European Tour,1997 Winter,NICU,,1,Le Botanique,Brussels,,Belgium,","
1997-02-14,1997,0,3,1,1,0,0,4,1997 Winter European Tour,1997 Winter,You Enjoy Myself,YEM,1,Le Botanique,Brussels,,Belgium,","
1997-02-14,1997,0,4,1,1,0,0,6,1997 Winter European Tour,1997 Winter,Sweet Adeline,,0,Le Botanique,Brussels,,Belgium,","
1997-02-14,1997,0,5,2,1,0,0,2,1997 Winter European Tour,1997 Winter,Axilla,,1,Le Botanique,Brussels,,Belgium,>
1997-02-14,1997,0,6,2,1,0,0,5,1997 Winter European Tour,1997 Winter,It's Ice,,1,Le Botanique,Brussels,,Belgium,>
1997-02-14,1997,0,7,1,1,0,0,5,1997 Winter European Tour,1997 Winter,Billy Breathes,,1,Le Botanique,Brussels,,Belgium,","
1997-02-14,1997,0,8,1,1,0,0,3,1997 Winter European Tour,1997 Winter,Uncle Pen,,0,Le Botanique,Brussels,,Belgium,","
1997-02-14,1997,0,9,4,1,0,0,2,1997 Winter European Tour,1997 Winter,Run Like an Antelope,Antelope,1,Le Botanique,Brussels,,Belgium,
1997-02-14,1997,0,10,2,2,0,0,3,1997 Winter European Tour,1997 Winter,AC/DC Bag,Bag,1,Le Botanique,Brussels,,Belgium,>
1997-02-14,1997,0,11,2,2,0,0,3,1997 Winter European Tour,1997 Winter,Ya Mar,,0,Le Botanique,Brussels,,Belgium,>
1997-02-14,1997,0,12,2,2,0,0,2,1997 Winter European Tour,1997 Winter,Down with Disease,DwD,1,Le Botanique,Brussels,,Belgium,>
1997-02-14,1997,0,13,2,2,0,0,3,1997 Winter European Tour,1997 Winter,Funky Bitch,,0,Le Botanique,Brussels,,Belgium,>
1997-02-14,1997,0,14,1,2,0,0,3,1997 Winter European Tour,1997 Winter,Reba,,1,Le Botanique,Brussels,,Belgium,","
1997-02-14,1997,0,15,1,2,0,0,1,1997 Winter European Tour,1997 Winter,Walfredo,,1,Le Botanique,Brussels,,Belgium,","
1997-02-14,1997,0,16,1,2,0,0,1,1997 Winter European Tour,1997 Winter,Rock A William,,1,Le Botanique,Brussels,,Belgium,","
1997-02-14,1997,0,17,2,2,0,0,3,1997 Winter European Tour,1997 Winter,Scent of a Mule,SOAMule,1,Le Botanique,Brussels,,Belgium,>
1997-02-14,1997,0,18,5,2,0,0,4,1997 Winter European Tour,1997 Winter,A Day in the Life,ADITL,0,Le Botanique,Brussels,,Belgium,
1997-02-14,1997,0,19,6,e,0,0,1,1997 Winter European Tour,1997 Winter,Character Zero,,1,Le Botanique,Brussels,,Belgium,
1997-02-16,1997,0,1,1,1,0,0,1100,1997 Winter European Tour,1997 Winter,Beauty of My Dreams,,0,Alter Wartesaal,Cologne,,Germany,","
