showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
2010-03-15,2010,1,1,1,1,0,0,0,Not Part of a Tour,No Tour,Watcher of the Skies,Watcher of the Skies,0,The Waldorf Astoria,New York,NY,USA,","
2010-03-15,2010,1,2,6,1,0,0,0,Not Part of a Tour,No Tour,No Reply At All,No Reply At All,0,The Waldorf Astoria,New York,NY,USA,
2010-05-13,2010,1,1,1,1,0,0,0,Not Part of a Tour,No Tour,Loving Cup,Loving Cup,0,"NBC Television Studios, Studio 6B",New York,NY,USA,","
2010-05-13,2010,1,2,6,1,0,0,0,Not Part of a Tour,No Tour,Kill Devil Falls,KDF,1,"NBC Television Studios, Studio 6B",New York,NY,USA,
2010-06-11,2010,0,1,1,1,0,0,1,2010 Early Summer Tour,2010 Summer,Down with Disease,DwD,1,Toyota Park,Bridgeview,IL,USA,","
2010-06-11,2010,0,2,1,1,0,0,3,2010 Early Summer Tour,2010 Summer,Wolfman's Brother,Wolfman's,1,Toyota Park,Bridgeview,IL,USA,","
2010-06-11,2010,0,3,1,1,0,0,4,2010 Early Summer Tour,2010 Summer,Possum,Possum,1,Toyota Park,Bridgeview,IL,USA,","
2010-06-11,2010,0,4,1,1,0,0,2,2010 Early Summer Tour,2010 Summer,Boogie On Reggae Woman,Boogie On,0,Toyota Park,Bridgeview,IL,USA,","
2010-06-11,2010,0,5,1,1,0,0,3,2010 Early Summer Tour,2010 Summer,Reba,Reba,1,Toyota Park,Bridgeview,IL,USA,","
2010-06-11,2010,0,6,1,1,0,0,2,2010 Early Summer Tour,2010 Summer,Jesus Just Left Chicago,JJLC,0,Toyota Park,Bridgeview,IL,USA,","
2010-06-11,2010,0,7,1,1,0,0,3,2010 Early Summer Tour,2010 Summer,Divided Sky,Divided,1,Toyota Park,Bridgeview,IL,USA,","
2010-06-11,2010,0,8,2,1,0,0,3,2010 Early Summer Tour,2010 Summer,Golgi Apparatus,Golgi,1,Toyota Park,Bridgeview,IL,USA,>
2010-06-11,2010,0,9,4,1,0,0,2,2010 Early Summer Tour,2010 Summer,David Bowie,Bowie,1,Toyota Park,Bridgeview,IL,USA,
2010-06-11,2010,0,10,3,2,0,0,4,2010 Early Summer Tour,2010 Summer,Light,Light,0,Toyota Park,Bridgeview,IL,USA,->
2010-06-11,2010,0,11,1,2,0,0,3,2010 Early Summer Tour,2010 Summer,Maze,Maze,1,Toyota Park,Bridgeview,IL,USA,","
2010-06-11,2010,0,12,3,2,0,0,1,2010 Early Summer Tour,2010 Summer,Ghost,Ghost,1,Toyota Park,Bridgeview,IL,USA,->
2010-06-11,2010,0,13,2,2,0,0,11,2010 Early Summer Tour,2010 Summer,Limb By Limb,LxL,1,Toyota Park,Bridgeview,IL,USA,>
2010-06-11,2010,0,14,2,2,0,0,3,2010 Early Summer Tour,2010 Summer,Prince Caspian,Caspian,1,Toyota Park,Bridgeview,IL,USA,>
2010-06-11,2010,0,15,2,2,0,0,6,2010 Early Summer Tour,2010 Summer,The Horse,Horse,1,Toyota Park,Bridgeview,IL,USA,>
2010-06-11,2010,0,16,1,2,0,0,6,2010 Early Summer Tour,2010 Summer,Silent in the Morning,Silent,1,Toyota Park,Bridgeview,IL,USA,","
2010-06-11,2010,0,17,1,2,0,0,2,2010 Early Summer Tour,2010 Summer,Run Like an Antelope,Antelope,1,Toyota Park,Bridgeview,IL,USA,","
2010-06-11,2010,0,18,5,2,0,0,1470,2010 Early Summer Tour,2010 Summer,Show of Life,Show of Life,0,Toyota Park,Bridgeview,IL,USA,
2010-06-11,2010,0,19,2,e,0,0,3,2010 Early Summer Tour,2010 Summer,Cavern,Cavern,1,Toyota Park,Bridgeview,IL,USA,>
2010-06-11,2010,0,20,6,e,0,0,1,2010 Early Summer Tour,2010 Summer,Julius,Julius,1,Toyota Park,Bridgeview,IL,USA,
2010-06-12,2010,0,1,1,1,0,0,1471,2010 Early Summer Tour,2010 Summer,Look Out Cleveland,Look Out Cleveland,0,Blossom Music Center,Cuyahoga Falls,OH,USA,","
2010-06-12,2010,0,2,1,1,0,0,4,2010 Early Summer Tour,2010 Summer,Ocelot,Ocelot,1,Blossom Music Center,Cuyahoga Falls,OH,USA,","
2010-06-12,2010,0,3,1,1,0,0,2,2010 Early Summer Tour,2010 Summer,Water in the Sky,Water in the Sky,1,Blossom Music Center,Cuyahoga Falls,OH,USA,","
2010-06-12,2010,0,4,1,1,0,0,5,2010 Early Summer Tour,2010 Summer,Stash,Stash,1,Blossom Music Center,Cuyahoga Falls,OH,USA,","
2010-06-12,2010,0,5,1,1,0,0,48,2010 Early Summer Tour,2010 Summer,The Ballad of Curtis Loew,Curtis Loew,0,Blossom Music Center,Cuyahoga Falls,OH,USA,","
2010-06-12,2010,0,6,1,1,0,0,5,2010 Early Summer Tour,2010 Summer,Sample in a Jar,Sample,1,Blossom Music Center,Cuyahoga Falls,OH,USA,","
2010-06-12,2010,0,7,1,1,0,0,8,2010 Early Summer Tour,2010 Summer,Time Turns Elastic,TTE,0,Blossom Music Center,Cuyahoga Falls,OH,USA,","
2010-06-12,2010,0,8,2,1,0,0,5,2010 Early Summer Tour,2010 Summer,Mike's Song,Mike's,1,Blossom Music Center,Cuyahoga Falls,OH,USA,>
2010-06-12,2010,0,9,2,1,0,0,5,2010 Early Summer Tour,2010 Summer,I Am Hydrogen,Hydrogen,1,Blossom Music Center,Cuyahoga Falls,OH,USA,>
2010-06-12,2010,0,10,4,1,0,0,5,2010 Early Summer Tour,2010 Summer,Weekapaug Groove,Weekapaug,1,Blossom Music Center,Cuyahoga Falls,OH,USA,
2010-06-12,2010,0,11,2,2,0,0,2,2010 Early Summer Tour,2010 Summer,Rock and Roll,R&amp;R,0,Blossom Music Center,Cuyahoga Falls,OH,USA,>
2010-06-12,2010,0,12,2,2,0,0,5,2010 Early Summer Tour,2010 Summer,Harry Hood,Hood,1,Blossom Music Center,Cuyahoga Falls,OH,USA,>
2010-06-12,2010,0,13,2,2,0,0,5,2010 Early Summer Tour,2010 Summer,Backwards Down the Number Line,BDTNL,0,Blossom Music Center,Cuyahoga Falls,OH,USA,>
2010-06-12,2010,0,14,1,2,0,0,14,2010 Early Summer Tour,2010 Summer,Twenty Years Later,Twenty Years Later,1,Blossom Music Center,Cuyahoga Falls,OH,USA,","
2010-06-12,2010,0,15,2,2,0,0,1471,2010 Early Summer Tour,2010 Summer,Instant Karma!,Instant Karma!,0,Blossom Music Center,Cuyahoga Falls,OH,USA,>
2010-06-12,2010,0,16,2,2,0,0,51,2010 Early Summer Tour,2010 Summer,The Oh Kee Pa Ceremony,Oh Kee Pa,1,Blossom Music Center,Cuyahoga Falls,OH,USA,>
2010-06-12,2010,0,17,2,2,0,0,2,2010 Early Summer Tour,2010 Summer,Suzy Greenberg,Suzy,1,Blossom Music Center,Cuyahoga Falls,OH,USA,>
2010-06-12,2010,0,18,2,2,0,0,10,2010 Early Summer Tour,2010 Summer,Waste,Waste,1,Blossom Music Center,Cuyahoga Falls,OH,USA,>
2010-06-12,2010,0,19,5,2,0,0,5,2010 Early Summer Tour,2010 Summer,Character Zero,Character Zero,1,Blossom Music Center,Cuyahoga Falls,OH,USA,
2010-06-12,2010,0,20,6,e,0,0,2,2010 Early Summer Tour,2010 Summer,The Squirming Coil,Coil,1,Blossom Music Center,Cuyahoga Falls,OH,USA,
2010-06-13,2010,0,1,1,1,0,0,5,2010 Early Summer Tour,2010 Summer,Gotta Jibboo,Jibboo,0,Hersheypark Stadium,Hershey,PA,USA,","
2010-06-13,2010,0,2,1,1,0,0,4,2010 Early Summer Tour,2010 Summer,Chalk Dust Torture,CDT,1,Hersheypark Stadium,Hershey,PA,USA,","
2010-06-13,2010,0,3,1,1,0,0,3,2010 Early Summer Tour,2010 Summer,Fluffhead,Fluffhead,1,Hersheypark Stadium,Hershey,PA,USA,","
2010-06-13,2010,0,4,1,1,0,0,7,2010 Early Summer Tour,2010 Summer,Funky Bitch,Funky Bitch,0,Hersheypark Stadium,Hershey,PA,USA,","
2010-06-13,2010,0,5,2,1,0,0,4,2010 Early Summer Tour,2010 Summer,Runaway Jim,Runaway Jim,1,Hersheypark Stadium,Hershey,PA,USA,>
2010-06-13,2010,0,6,1,1,0,0,6,2010 Early Summer Tour,2010 Summer,NICU,NICU,1,Hersheypark Stadium,Hershey,PA,USA,","
2010-06-13,2010,0,7,2,1,0,0,19,2010 Early Summer Tour,2010 Summer,Horn,Horn,1,Hersheypark Stadium,Hershey,PA,USA,>
2010-06-13,2010,0,8,2,1,0,0,13,2010 Early Summer Tour,2010 Summer,It's Ice,It's Ice,1,Hersheypark Stadium,Hershey,PA,USA,>
2010-06-13,2010,0,9,1,1,0,0,6,2010 Early Summer Tour,2010 Summer,Bouncing Around the Room,Bouncin',1,Hersheypark Stadium,Hershey,PA,USA,","
2010-06-13,2010,0,10,1,1,0,0,10,2010 Early Summer Tour,2010 Summer,Sparkle,Sparkle,1,Hersheypark Stadium,Hershey,PA,USA,","
2010-06-13,2010,0,11,4,1,0,0,12,2010 Early Summer Tour,2010 Summer,Split Open and Melt,SOAMelt,1,Hersheypark Stadium,Hershey,PA,USA,
2010-06-13,2010,0,12,2,2,0,0,16,2010 Early Summer Tour,2010 Summer,Drowned,Drowned,0,Hersheypark Stadium,Hershey,PA,USA,>
2010-06-13,2010,0,13,3,2,0,0,5,2010 Early Summer Tour,2010 Summer,Tweezer,Tweezer,1,Hersheypark Stadium,Hershey,PA,USA,->
2010-06-13,2010,0,14,2,2,0,0,8,2010 Early Summer Tour,2010 Summer,Twist,Twist,1,Hersheypark Stadium,Hershey,PA,USA,>
2010-06-13,2010,0,15,2,2,0,0,3,2010 Early Summer Tour,2010 Summer,Piper,Piper,1,Hersheypark Stadium,Hershey,PA,USA,>
2010-06-13,2010,0,16,1,2,0,0,4,2010 Early Summer Tour,2010 Summer,Free,Free,1,Hersheypark Stadium,Hershey,PA,USA,","
2010-06-13,2010,0,17,1,2,0,0,4,2010 Early Summer Tour,2010 Summer,Wading in the Velvet Sea,Velvet Sea,1,Hersheypark Stadium,Hershey,PA,USA,","
2010-06-13,2010,0,18,5,2,0,0,3,2010 Early Summer Tour,2010 Summer,You Enjoy Myself,YEM,1,Hersheypark Stadium,Hershey,PA,USA,
2010-06-13,2010,0,19,6,e,0,0,7,2010 Early Summer Tour,2010 Summer,Bold As Love,Bold As Love,0,Hersheypark Stadium,Hershey,PA,USA,
2010-06-15,2010,0,1,1,1,0,0,17,2010 Early Summer Tour,2010 Summer,Tube,Tube,1,nTelos Pavilion,Portsmouth,VA,USA,","
2010-06-15,2010,0,2,1,1,0,0,6,2010 Early Summer Tour,2010 Summer,Kill Devil Falls,KDF,1,nTelos Pavilion,Portsmouth,VA,USA,","
2010-06-15,2010,0,3,1,1,0,0,6,2010 Early Summer Tour,2010 Summer,Slave to the Traffic Light,Slave,1,nTelos Pavilion,Portsmouth,VA,USA,","
2010-06-15,2010,0,4,1,1,0,0,4,2010 Early Summer Tour,2010 Summer,Lawn Boy,Lawn Boy,1,nTelos Pavilion,Portsmouth,VA,USA,","
2010-06-15,2010,0,5,1,1,0,0,7,2010 Early Summer Tour,2010 Summer,Poor Heart,Poor Heart,1,nTelos Pavilion,Portsmouth,VA,USA,","
2010-06-15,2010,0,6,1,1,0,0,4,2010 Early Summer Tour,2010 Summer,AC/DC Bag,Bag,1,nTelos Pavilion,Portsmouth,VA,USA,","
2010-06-15,2010,0,7,2,1,0,0,4,2010 Early Summer Tour,2010 Summer,The Moma Dance,Moma,1,nTelos Pavilion,Portsmouth,VA,USA,>
2010-06-15,2010,0,8,1,1,0,0,14,2010 Early Summer Tour,2010 Summer,"My Friend, My Friend",My Friend,1,nTelos Pavilion,Portsmouth,VA,USA,","
2010-06-15,2010,0,9,1,1,0,0,1473,2010 Early Summer Tour,2010 Summer,Cold Water,Cold Water,0,nTelos Pavilion,Portsmouth,VA,USA,","
2010-06-15,2010,0,10,1,1,0,0,4,2010 Early Summer Tour,2010 Summer,Bathtub Gin,Gin,1,nTelos Pavilion,Portsmouth,VA,USA,","
2010-06-15,2010,0,11,4,1,0,0,5,2010 Early Summer Tour,2010 Summer,Stealing Time From the Faulty Plan,STFTFP,1,nTelos Pavilion,Portsmouth,VA,USA,
2010-06-15,2010,0,12,2,2,0,0,6,2010 Early Summer Tour,2010 Summer,Wilson,Wilson,1,nTelos Pavilion,Portsmouth,VA,USA,>
2010-06-15,2010,0,13,2,2,0,0,4,2010 Early Summer Tour,2010 Summer,Seven Below,Seven Below,1,nTelos Pavilion,Portsmouth,VA,USA,>
2010-06-15,2010,0,14,2,2,0,0,4,2010 Early Summer Tour,2010 Summer,46 Days,46 Days,1,nTelos Pavilion,Portsmouth,VA,USA,>
2010-06-15,2010,0,15,2,2,0,0,1473,2010 Early Summer Tour,2010 Summer,Idea,Idea,1,nTelos Pavilion,Portsmouth,VA,USA,>
2010-06-15,2010,0,16,2,2,0,0,6,2010 Early Summer Tour,2010 Summer,Also Sprach Zarathustra,2001,0,nTelos Pavilion,Portsmouth,VA,USA,>
2010-06-15,2010,0,17,3,2,0,0,4,2010 Early Summer Tour,2010 Summer,Simple,Simple,1,nTelos Pavilion,Portsmouth,VA,USA,->
