showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
2003-02-15,2003,0,1,1,1,0,0,2,2003 Winter Tour,2003 Winter,Llama,,1,Thomas & Mack Center,Las Vegas,NV,USA,","
2003-02-15,2003,0,2,2,1,0,0,3,2003 Winter Tour,2003 Winter,Wolfman's Brother,Wolfman's,1,Thomas & Mack Center,Las Vegas,NV,USA,>
2003-02-15,2003,0,3,1,1,0,0,9,2003 Winter Tour,2003 Winter,Reba,,1,Thomas & Mack Center,Las Vegas,NV,USA,","
2003-02-15,2003,0,4,1,1,0,0,255,2003 Winter Tour,2003 Winter,Life on Mars?,,0,Thomas & Mack Center,Las Vegas,NV,USA,","
2003-02-15,2003,0,5,1,1,0,0,4,2003 Winter Tour,2003 Winter,46 Days,,1,Thomas & Mack Center,Las Vegas,NV,USA,","
2003-02-15,2003,0,6,2,1,0,0,4,2003 Winter Tour,2003 Winter,It's Ice,,1,Thomas & Mack Center,Las Vegas,NV,USA,>
2003-02-15,2003,0,7,2,1,0,0,29,2003 Winter Tour,2003 Winter,Frankie Says,,1,Thomas & Mack Center,Las Vegas,NV,USA,>
2003-02-15,2003,0,8,4,1,0,0,4,2003 Winter Tour,2003 Winter,Run Like an Antelope,Antelope,1,Thomas & Mack Center,Las Vegas,NV,USA,
2003-02-15,2003,0,9,2,2,0,0,5,2003 Winter Tour,2003 Winter,Waves,,1,Thomas & Mack Center,Las Vegas,NV,USA,>
2003-02-15,2003,0,10,2,2,0,0,9,2003 Winter Tour,2003 Winter,Bug,,0,Thomas & Mack Center,Las Vegas,NV,USA,>
2003-02-15,2003,0,11,2,2,0,0,13,2003 Winter Tour,2003 Winter,Ghost,,1,Thomas & Mack Center,Las Vegas,NV,USA,>
2003-02-15,2003,0,12,2,2,0,0,3,2003 Winter Tour,2003 Winter,Free,,1,Thomas & Mack Center,Las Vegas,NV,USA,>
2003-02-15,2003,0,13,5,2,0,0,5,2003 Winter Tour,2003 Winter,Harry Hood,Hood,1,Thomas & Mack Center,Las Vegas,NV,USA,
2003-02-15,2003,0,14,6,e,0,0,5,2003 Winter Tour,2003 Winter,Sample in a Jar,Sample,1,Thomas & Mack Center,Las Vegas,NV,USA,
2003-02-18,2003,0,1,1,1,0,0,7,2003 Winter Tour,2003 Winter,Runaway Jim,,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,2,1,1,0,0,6,2003 Winter Tour,2003 Winter,Water in the Sky,,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,3,1,1,0,0,5,2003 Winter Tour,2003 Winter,Twist,,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,4,1,1,0,0,7,2003 Winter Tour,2003 Winter,The Squirming Coil,Coil,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,5,1,1,0,0,9,2003 Winter Tour,2003 Winter,Brian and Robert,,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,6,1,1,0,0,6,2003 Winter Tour,2003 Winter,Stash,,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,7,1,1,0,0,19,2003 Winter Tour,2003 Winter,The Wedge,Wedge,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,8,1,1,0,0,5,2003 Winter Tour,2003 Winter,Birds of a Feather,BOAF,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,9,1,1,0,0,7,2003 Winter Tour,2003 Winter,Lawn Boy,,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,10,4,1,0,0,3,2003 Winter Tour,2003 Winter,Walls of the Cave,WotC,1,Pepsi Center,Denver,CO,USA,
2003-02-18,2003,0,11,2,2,0,0,9,2003 Winter Tour,2003 Winter,The Moma Dance,Moma,1,Pepsi Center,Denver,CO,USA,>
2003-02-18,2003,0,12,1,2,0,0,3,2003 Winter Tour,2003 Winter,Limb By Limb,LxL,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,13,1,2,0,0,6,2003 Winter Tour,2003 Winter,Thunderhead,,0,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,14,1,2,0,0,7,2003 Winter Tour,2003 Winter,Divided Sky,Divided,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,15,1,2,0,0,3,2003 Winter Tour,2003 Winter,Carini,,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,16,3,2,0,0,5,2003 Winter Tour,2003 Winter,You Enjoy Myself,YEM,1,Pepsi Center,Denver,CO,USA,->
2003-02-18,2003,0,17,5,2,0,0,1364,2003 Winter Tour,2003 Winter,The Lion Sleeps Tonight,,0,Pepsi Center,Denver,CO,USA,
2003-02-18,2003,0,18,1,e,0,0,7,2003 Winter Tour,2003 Winter,NICU,,1,Pepsi Center,Denver,CO,USA,","
2003-02-18,2003,0,19,6,e,0,0,6,2003 Winter Tour,2003 Winter,Mexican Cousin,,1,Pepsi Center,Denver,CO,USA,
2003-02-26,2003,0,1,2,1,0,0,6,2003 Winter Tour,2003 Winter,You Enjoy Myself,YEM,1,Worcester Centrum Centre,Worcester,MA,USA,>
2003-02-26,2003,0,2,1,1,0,0,1370,2003 Winter Tour,2003 Winter,Clone,,0,Worcester Centrum Centre,Worcester,MA,USA,","
2003-02-26,2003,0,3,1,1,0,0,10,2003 Winter Tour,2003 Winter,Roggae,,1,Worcester Centrum Centre,Worcester,MA,USA,","
2003-02-26,2003,0,4,1,1,0,0,1370,2003 Winter Tour,2003 Winter,Drifting,,0,Worcester Centrum Centre,Worcester,MA,USA,","
2003-02-26,2003,0,5,1,1,0,0,1370,2003 Winter Tour,2003 Winter,Blue Skies,,0,Worcester Centrum Centre,Worcester,MA,USA,","
2003-02-26,2003,0,6,1,1,0,0,6,2003 Winter Tour,2003 Winter,The Moma Dance,Moma,1,Worcester Centrum Centre,Worcester,MA,USA,","
2003-02-26,2003,0,7,2,1,0,0,1370,2003 Winter Tour,2003 Winter,Final Flight,,0,Worcester Centrum Centre,Worcester,MA,USA,>
