showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
2003-01-02,2003,0,1,2,1,2,0,3,2002/2003 Inverted NYE Run,2002/2003 NYE,Chalk Dust Torture,CDT,1,Hampton Coliseum,Hampton,VA,USA,>
2003-01-02,2003,0,2,1,1,2,0,2,2002/2003 Inverted NYE Run,2002/2003 NYE,Bathtub Gin,Gin,1,Hampton Coliseum,Hampton,VA,USA,","
2003-01-02,2003,0,3,2,1,2,0,5,2002/2003 Inverted NYE Run,2002/2003 NYE,It's Ice,It's Ice,1,Hampton Coliseum,Hampton,VA,USA,>
2003-01-02,2003,0,4,1,1,2,0,6,2002/2003 Inverted NYE Run,2002/2003 NYE,Back on the Train,BOTT,0,Hampton Coliseum,Hampton,VA,USA,","
2003-01-02,2003,0,5,2,1,2,0,1362,2002/2003 Inverted NYE Run,2002/2003 NYE,Round Room,Round Room,1,Hampton Coliseum,Hampton,VA,USA,>
2003-01-02,2003,0,6,2,1,2,0,22,2002/2003 Inverted NYE Run,2002/2003 NYE,The Horse,Horse,1,Hampton Coliseum,Hampton,VA,USA,>
2003-01-02,2003,0,7,1,1,2,0,22,2002/2003 Inverted NYE Run,2002/2003 NYE,Silent in the Morning,Silent,1,Hampton Coliseum,Hampton,VA,USA,","
2003-01-02,2003,0,8,1,1,2,0,3,2002/2003 Inverted NYE Run,2002/2003 NYE,Stash,Stash,1,Hampton Coliseum,Hampton,VA,USA,","
2003-01-02,2003,0,9,2,1,2,0,10,2002/2003 Inverted NYE Run,2002/2003 NYE,Water in the Sky,Water in the Sky,1,Hampton Coliseum,Hampton,VA,USA,>
2003-01-02,2003,0,10,4,1,2,0,1,2002/2003 Inverted NYE Run,2002/2003 NYE,Character Zero,Character Zero,1,Hampton Coliseum,Hampton,VA,USA,
2003-01-02,2003,0,11,2,2,2,0,1362,2002/2003 Inverted NYE Run,2002/2003 NYE,46 Days,46 Days,1,Hampton Coliseum,Hampton,VA,USA,>
2003-01-02,2003,0,12,3,2,2,0,7,2002/2003 Inverted NYE Run,2002/2003 NYE,Simple,Simple,1,Hampton Coliseum,Hampton,VA,USA,->
2003-01-02,2003,0,13,1,2,2,0,9,2002/2003 Inverted NYE Run,2002/2003 NYE,"My Friend, My Friend",My Friend,1,Hampton Coliseum,Hampton,VA,USA,","
2003-01-02,2003,0,14,1,2,2,0,4,2002/2003 Inverted NYE Run,2002/2003 NYE,Limb By Limb,LxL,1,Hampton Coliseum,Hampton,VA,USA,","
2003-01-02,2003,0,15,2,2,2,0,1366,2002/2003 Inverted NYE Run,2002/2003 NYE,Thunderhead,Thunderhead,0,Hampton Coliseum,Hampton,VA,USA,>
