showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
2004-08-12,2004,0,1,1,1,0,0,4,2004 Late Summer Tour,2004 Summer,Wilson,,1,Tweeter Center at the Waterfront,Camden,NJ,USA,","
2004-08-12,2004,0,2,3,1,0,0,4,2004 Late Summer Tour,2004 Summer,You Enjoy Myself,YEM,1,Tweeter Center at the Waterfront,Camden,NJ,USA,->
2004-08-12,2004,0,3,2,1,0,0,4,2004 Late Summer Tour,2004 Summer,Ghost,,1,Tweeter Center at the Waterfront,Camden,NJ,USA,>
2004-08-12,2004,0,4,3,1,0,0,12,2004 Late Summer Tour,2004 Summer,Maze,,1,Tweeter Center at the Waterfront,Camden,NJ,USA,->
2004-08-12,2004,0,5,3,1,0,0,36,2004 Late Summer Tour,2004 Summer,Catapult,,1,Tweeter Center at the Waterfront,Camden,NJ,USA,->
2004-08-12,2004,0,6,1,1,0,0,0,2004 Late Summer Tour,2004 Summer,Maze,,1,Tweeter Center at the Waterfront,Camden,NJ,USA,","
2004-08-12,2004,0,7,1,1,0,0,4,2004 Late Summer Tour,2004 Summer,The Moma Dance,Moma,1,Tweeter Center at the Waterfront,Camden,NJ,USA,","
2004-08-12,2004,0,8,1,1,0,0,9,2004 Late Summer Tour,2004 Summer,Horn,,1,Tweeter Center at the Waterfront,Camden,NJ,USA,","
2004-08-12,2004,0,9,4,1,0,0,7,2004 Late Summer Tour,2004 Summer,Pebbles and Marbles,,0,Tweeter Center at the Waterfront,Camden,NJ,USA,
2004-08-12,2004,0,10,2,2,0,0,2,2004 Late Summer Tour,2004 Summer,Piper,,1,Tweeter Center at the Waterfront,Camden,NJ,USA,>
2004-08-12,2004,0,11,2,2,0,0,15,2004 Late Summer Tour,2004 Summer,Sneakin' Sally Thru the Alley,Sneakin' Sally,0,Tweeter Center at the Waterfront,Camden,NJ,USA,>
2004-08-12,2004,0,12,2,2,0,0,6,2004 Late Summer Tour,2004 Summer,Cavern,,1,Tweeter Center at the Waterfront,Camden,NJ,USA,>
2004-08-12,2004,0,13,2,2,0,0,2,2004 Late Summer Tour,2004 Summer,Limb By Limb,LxL,1,Tweeter Center at the Waterfront,Camden,NJ,USA,>
2004-08-12,2004,0,14,2,2,0,0,5,2004 Late Summer Tour,2004 Summer,Julius,,1,Tweeter Center at the Waterfront,Camden,NJ,USA,>
2004-08-12,2004,0,15,1,2,0,0,6,2004 Late Summer Tour,2004 Summer,Rock and Roll,R&amp;R,0,Tweeter Center at the Waterfront,Camden,NJ,USA,","
2004-08-12,2004,0,16,5,2,0,0,4,2004 Late Summer Tour,2004 Summer,Scents and Subtle Sounds,,1,Tweeter Center at the Waterfront,Camden,NJ,USA,
2004-08-12,2004,0,17,1,e,0,0,5,2004 Late Summer Tour,2004 Summer,Lawn Boy,,1,Tweeter Center at the Waterfront,Camden,NJ,USA,","
2004-08-12,2004,0,18,6,e,0,0,12,2004 Late Summer Tour,2004 Summer,Frankenstein,,0,Tweeter Center at the Waterfront,Camden,NJ,USA,
