showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
2004-03-13,2004,1,1,6,1,0,0,0,Not Part of a Tour,No Tour,The Star-Spangled Banner,Star Spangled Banner,0,"Patrick Gymnasium, University of Vermont",Burlington,VT,USA,
2004-04-11,2004,1,1,2,1,0,0,0,Not Part of a Tour,No Tour,Sand,,0,Higher Ground,Winooski,VT,USA,>
2004-04-11,2004,0,1,1,1,0,0,18,Not Part of a Tour,No Tour,Push On 'Til the Day,,0,Higher Ground,Winooski,VT,USA,","
2004-04-11,2004,1,2,6,1,0,0,0,Not Part of a Tour,No Tour,Chalk Dust Torture,CDT,1,Higher Ground,Winooski,VT,USA,
2004-04-11,2004,0,2,1,1,0,0,19,Not Part of a Tour,No Tour,Drifting,,0,Higher Ground,Winooski,VT,USA,","
2004-04-11,2004,0,3,1,1,0,0,23,Not Part of a Tour,No Tour,Small Axe,,0,Higher Ground,Winooski,VT,USA,","
2004-04-11,2004,0,4,1,1,0,0,17,Not Part of a Tour,No Tour,Last Tube,,0,Higher Ground,Winooski,VT,USA,","
2004-04-11,2004,0,5,1,1,0,0,21,Not Part of a Tour,No Tour,Sultans of Swing,,0,Higher Ground,Winooski,VT,USA,","
2004-04-11,2004,0,6,2,1,0,0,26,Not Part of a Tour,No Tour,Sand,,0,Higher Ground,Winooski,VT,USA,>
2004-04-11,2004,0,7,1,1,0,0,39,Not Part of a Tour,No Tour,Chalk Dust Torture,CDT,1,Higher Ground,Winooski,VT,USA,","
2004-04-11,2004,0,8,1,1,0,0,17,Not Part of a Tour,No Tour,Flock of Words,,0,Higher Ground,Winooski,VT,USA,","
2004-04-11,2004,0,9,2,1,0,0,23,Not Part of a Tour,No Tour,Plasma,,0,Higher Ground,Winooski,VT,USA,>
2004-04-11,2004,0,10,6,1,0,0,0,Not Part of a Tour,No Tour,Higher Ground,,0,Higher Ground,Winooski,VT,USA,
2004-04-15,2004,0,1,2,1,0,0,23,2004 Vegas Run,2004 Vegas,Buried Alive,,1,Thomas & Mack Center,Las Vegas,NV,USA,>
2004-04-15,2004,0,2,1,1,0,0,4,2004 Vegas Run,2004 Vegas,AC/DC Bag,Bag,1,Thomas & Mack Center,Las Vegas,NV,USA,","
2004-04-15,2004,0,3,1,1,0,0,3,2004 Vegas Run,2004 Vegas,Limb By Limb,LxL,1,Thomas & Mack Center,Las Vegas,NV,USA,","
2004-04-15,2004,0,4,1,1,0,0,1,2004 Vegas Run,2004 Vegas,The Moma Dance,Moma,1,Thomas & Mack Center,Las Vegas,NV,USA,","
2004-04-15,2004,0,5,1,1,0,0,19,2004 Vegas Run,2004 Vegas,The Old Home Place,,0,Thomas & Mack Center,Las Vegas,NV,USA,","
2004-04-15,2004,0,6,1,1,0,0,21,2004 Vegas Run,2004 Vegas,Roggae,,1,Thomas & Mack Center,Las Vegas,NV,USA,","
2004-04-15,2004,0,7,1,1,0,0,4,2004 Vegas Run,2004 Vegas,Water in the Sky,,1,Thomas & Mack Center,Las Vegas,NV,USA,","
2004-04-15,2004,0,8,1,1,0,0,5,2004 Vegas Run,2004 Vegas,All of These Dreams,,1,Thomas & Mack Center,Las Vegas,NV,USA,","
2004-04-15,2004,0,9,3,1,0,0,1,2004 Vegas Run,2004 Vegas,Stash,,1,Thomas & Mack Center,Las Vegas,NV,USA,->
2004-04-15,2004,0,10,4,1,0,0,13,2004 Vegas Run,2004 Vegas,Timber (Jerry the Mule),Timber Ho,0,Thomas & Mack Center,Las Vegas,NV,USA,
2004-04-15,2004,0,11,2,2,0,0,9,2004 Vegas Run,2004 Vegas,46 Days,,1,Thomas & Mack Center,Las Vegas,NV,USA,>
2004-04-15,2004,0,12,3,2,0,0,16,2004 Vegas Run,2004 Vegas,Drowned,,0,Thomas & Mack Center,Las Vegas,NV,USA,->
2004-04-15,2004,0,13,2,2,0,0,2,2004 Vegas Run,2004 Vegas,Also Sprach Zarathustra,2001,0,Thomas & Mack Center,Las Vegas,NV,USA,>
2004-04-15,2004,0,14,2,2,0,0,2,2004 Vegas Run,2004 Vegas,Down with Disease,DwD,1,Thomas & Mack Center,Las Vegas,NV,USA,>
2004-04-15,2004,0,15,2,2,0,0,3,2004 Vegas Run,2004 Vegas,Free,,1,Thomas & Mack Center,Las Vegas,NV,USA,>
2004-04-15,2004,0,16,1,2,0,0,2,2004 Vegas Run,2004 Vegas,Scent of a Mule,SOAMule,1,Thomas & Mack Center,Las Vegas,NV,USA,","
2004-04-15,2004,0,17,3,2,0,0,1402,2004 Vegas Run,2004 Vegas,Girls Girls Girls,,0,Thomas & Mack Center,Las Vegas,NV,USA,->
