showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
2018-07-17,2018,0,1,2,1,0,0,1,2018 Summer Tour,2018 Summer,Free,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-17,2018,0,2,1,1,0,0,1,2018 Summer Tour,2018 Summer,Possum,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-17,2018,0,3,1,1,0,0,1,2018 Summer Tour,2018 Summer,The Moma Dance,Moma,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-17,2018,0,4,2,1,0,0,3,2018 Summer Tour,2018 Summer,Ghost,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-17,2018,0,5,1,1,0,0,19,2018 Summer Tour,2018 Summer,Funky Bitch,,0,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-17,2018,0,6,1,1,0,0,17,2018 Summer Tour,2018 Summer,Stash,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-17,2018,0,7,4,1,0,0,1,2018 Summer Tour,2018 Summer,Character Zero,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,
2018-07-17,2018,0,8,2,2,0,0,4,2018 Summer Tour,2018 Summer,No Men In No Man's Land,NMINML,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-17,2018,0,9,3,2,0,0,1,2018 Summer Tour,2018 Summer,Carini,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,->
2018-07-17,2018,0,10,1,2,0,0,4,2018 Summer Tour,2018 Summer,Slave to the Traffic Light,Slave,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-17,2018,0,11,1,2,0,0,4,2018 Summer Tour,2018 Summer,Bouncing Around the Room,Bouncin',1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-17,2018,0,12,2,2,0,0,1,2018 Summer Tour,2018 Summer,Soul Planet,,0,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-17,2018,0,13,1,2,0,0,2,2018 Summer Tour,2018 Summer,Steam,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-17,2018,0,14,5,2,0,0,4,2018 Summer Tour,2018 Summer,Harry Hood,Hood,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,
2018-07-17,2018,0,15,2,e,0,0,21,2018 Summer Tour,2018 Summer,Contact,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-17,2018,0,16,6,e,0,0,3,2018 Summer Tour,2018 Summer,Julius,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,
2018-07-18,2018,0,1,1,1,0,0,5,2018 Summer Tour,2018 Summer,AC/DC Bag,Bag,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-18,2018,0,2,1,1,0,0,4,2018 Summer Tour,2018 Summer,Martian Monster,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-18,2018,0,3,1,1,0,0,3,2018 Summer Tour,2018 Summer,Ass Handed,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-18,2018,0,4,2,1,0,0,5,2018 Summer Tour,2018 Summer,Everything's Right,,0,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-18,2018,0,5,1,1,0,0,4,2018 Summer Tour,2018 Summer,555,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-18,2018,0,6,1,1,0,0,5,2018 Summer Tour,2018 Summer,The Wedge,Wedge,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-18,2018,0,7,1,1,0,0,9,2018 Summer Tour,2018 Summer,Lawn Boy,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-18,2018,0,8,1,1,0,0,5,2018 Summer Tour,2018 Summer,Back on the Train,BOTT,0,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-18,2018,0,9,1,1,0,0,4,2018 Summer Tour,2018 Summer,Ocelot,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-18,2018,0,10,1,1,0,0,20,2018 Summer Tour,2018 Summer,My Sweet One,MSO,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-18,2018,0,11,2,1,0,0,5,2018 Summer Tour,2018 Summer,Theme From the Bottom,Theme,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-18,2018,0,12,4,1,0,0,3,2018 Summer Tour,2018 Summer,Bathtub Gin,Gin,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,
2018-07-18,2018,0,13,2,2,0,0,3,2018 Summer Tour,2018 Summer,Down with Disease,DwD,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-18,2018,0,14,2,2,0,0,2,2018 Summer Tour,2018 Summer,What's the Use?,WTU?,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-18,2018,0,15,2,2,0,0,4,2018 Summer Tour,2018 Summer,Blaze On,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-18,2018,0,16,2,2,0,0,4,2018 Summer Tour,2018 Summer,I Always Wanted It This Way,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-18,2018,0,17,1,2,0,0,10,2018 Summer Tour,2018 Summer,Joy,,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,","
2018-07-18,2018,0,18,2,2,0,0,7,2018 Summer Tour,2018 Summer,Limb By Limb,LxL,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-18,2018,0,19,2,2,0,0,5,2018 Summer Tour,2018 Summer,Also Sprach Zarathustra,2001,0,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,>
2018-07-18,2018,0,20,5,2,0,0,2,2018 Summer Tour,2018 Summer,You Enjoy Myself,YEM,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,
2018-07-18,2018,0,21,6,e,0,0,2,2018 Summer Tour,2018 Summer,Suzy Greenberg,Suzy,1,Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,
2018-07-20,2018,0,1,1,1,0,0,1786,2018 Summer Tour,2018 Summer,Set Your Soul Free,,0,Gorge Amphitheatre,George,WA,USA,","
2018-07-20,2018,0,2,1,1,0,0,6,2018 Summer Tour,2018 Summer,Wolfman's Brother,Wolfman's,1,Gorge Amphitheatre,George,WA,USA,","
2018-07-20,2018,0,3,2,1,0,0,6,2018 Summer Tour,2018 Summer,Roggae,,1,Gorge Amphitheatre,George,WA,USA,>
2018-07-20,2018,0,4,2,1,0,0,3,2018 Summer Tour,2018 Summer,Poor Heart,,1,Gorge Amphitheatre,George,WA,USA,>
2018-07-20,2018,0,5,2,1,0,0,17,2018 Summer Tour,2018 Summer,Undermind,,0,Gorge Amphitheatre,George,WA,USA,>
2018-07-20,2018,0,6,1,1,0,0,5,2018 Summer Tour,2018 Summer,Simple,,1,Gorge Amphitheatre,George,WA,USA,","
2018-07-20,2018,0,7,1,1,0,0,16,2018 Summer Tour,2018 Summer,Ya Mar,,0,Gorge Amphitheatre,George,WA,USA,","
2018-07-20,2018,0,8,4,1,0,0,5,2018 Summer Tour,2018 Summer,Sand,,0,Gorge Amphitheatre,George,WA,USA,
2018-07-20,2018,0,9,2,2,0,0,5,2018 Summer Tour,2018 Summer,Chalk Dust Torture,CDT,1,Gorge Amphitheatre,George,WA,USA,>
2018-07-20,2018,0,10,2,2,0,0,3,2018 Summer Tour,2018 Summer,"My Friend, My Friend",My Friend,1,Gorge Amphitheatre,George,WA,USA,>
2018-07-20,2018,0,11,2,2,0,0,3,2018 Summer Tour,2018 Summer,Fuego,,1,Gorge Amphitheatre,George,WA,USA,>
2018-07-20,2018,0,12,1,2,0,0,22,2018 Summer Tour,2018 Summer,Sparkle,,1,Gorge Amphitheatre,George,WA,USA,","
2018-07-20,2018,0,13,2,2,0,0,21,2018 Summer Tour,2018 Summer,Halley's Comet,Halley's,1,Gorge Amphitheatre,George,WA,USA,>
2018-07-20,2018,0,14,1,2,0,0,4,2018 Summer Tour,2018 Summer,Light,,0,Gorge Amphitheatre,George,WA,USA,","
2018-07-20,2018,0,15,1,2,0,0,7,2018 Summer Tour,2018 Summer,Waste,,1,Gorge Amphitheatre,George,WA,USA,","
2018-07-20,2018,0,16,5,2,0,0,17,2018 Summer Tour,2018 Summer,Rock and Roll,R&amp;R,0,Gorge Amphitheatre,George,WA,USA,
2018-07-20,2018,0,17,2,e,0,0,6,2018 Summer Tour,2018 Summer,Tube,,1,Gorge Amphitheatre,George,WA,USA,>
2018-07-20,2018,0,18,6,e,0,0,3,2018 Summer Tour,2018 Summer,Golgi Apparatus,Golgi,1,Gorge Amphitheatre,George,WA,USA,
2018-07-21,2018,0,1,1,1,0,0,13,2018 Summer Tour,2018 Summer,Party Time,,1,Gorge Amphitheatre,George,WA,USA,","
2018-07-21,2018,0,2,2,1,0,0,13,2018 Summer Tour,2018 Summer,Punch You in the Eye,PYITE,1,Gorge Amphitheatre,George,WA,USA,>
2018-07-21,2018,0,3,2,1,0,0,5,2018 Summer Tour,2018 Summer,Mike's Song,Mike's,1,Gorge Amphitheatre,George,WA,USA,>
2018-07-21,2018,0,4,2,1,0,0,5,2018 Summer Tour,2018 Summer,I Am Hydrogen,Hydrogen,1,Gorge Amphitheatre,George,WA,USA,>
2018-07-21,2018,0,5,1,1,0,0,5,2018 Summer Tour,2018 Summer,Weekapaug Groove,Weekapaug,1,Gorge Amphitheatre,George,WA,USA,","
2018-07-21,2018,0,6,2,1,0,0,1783,2018 Summer Tour,2018 Summer,Infinite,,1,Gorge Amphitheatre,George,WA,USA,>
