showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
2011-12-30,2011,0,1,2,1,0,0,11,2011 NYE,2011 NYE,Punch You in the Eye,PYITE,1,Madison Square Garden,New York,NY,USA,>
2011-12-30,2011,0,2,2,1,0,0,6,2011 NYE,2011 NYE,Prince Caspian,Caspian,1,Madison Square Garden,New York,NY,USA,>
2011-12-30,2011,0,3,1,1,0,0,2,2011 NYE,2011 NYE,Backwards Down the Number Line,BDTNL,0,Madison Square Garden,New York,NY,USA,","
2011-12-30,2011,0,4,1,1,0,0,15,2011 NYE,2011 NYE,Nellie Kane,,0,Madison Square Garden,New York,NY,USA,","
2011-12-30,2011,0,5,1,1,0,0,5,2011 NYE,2011 NYE,Divided Sky,Divided,1,Madison Square Garden,New York,NY,USA,","
2011-12-30,2011,0,6,1,1,0,0,6,2011 NYE,2011 NYE,Sand,,0,Madison Square Garden,New York,NY,USA,","
2011-12-30,2011,0,7,1,1,0,0,25,2011 NYE,2011 NYE,Vultures,,1,Madison Square Garden,New York,NY,USA,","
2011-12-30,2011,0,8,1,1,0,0,4,2011 NYE,2011 NYE,Rift,,1,Madison Square Garden,New York,NY,USA,","
2011-12-30,2011,0,9,1,1,0,0,13,2011 NYE,2011 NYE,Joy,,1,Madison Square Garden,New York,NY,USA,","
2011-12-30,2011,0,10,4,1,0,0,13,2011 NYE,2011 NYE,Quinn the Eskimo (The Mighty Quinn),Quinn,0,Madison Square Garden,New York,NY,USA,
2011-12-30,2011,0,11,2,2,0,0,10,2011 NYE,2011 NYE,Wilson,,1,Madison Square Garden,New York,NY,USA,>
2011-12-30,2011,0,12,2,2,0,0,5,2011 NYE,2011 NYE,Axilla,,1,Madison Square Garden,New York,NY,USA,>
2011-12-30,2011,0,13,2,2,0,0,4,2011 NYE,2011 NYE,Piper,,1,Madison Square Garden,New York,NY,USA,>
2011-12-30,2011,0,14,2,2,0,0,2,2011 NYE,2011 NYE,Twist,,1,Madison Square Garden,New York,NY,USA,>
2011-12-30,2011,0,15,2,2,0,0,3,2011 NYE,2011 NYE,Julius,,1,Madison Square Garden,New York,NY,USA,>
2011-12-30,2011,0,16,2,2,0,0,7,2011 NYE,2011 NYE,Golgi Apparatus,Golgi,1,Madison Square Garden,New York,NY,USA,>
2011-12-30,2011,0,17,2,2,0,0,5,2011 NYE,2011 NYE,Also Sprach Zarathustra,2001,0,Madison Square Garden,New York,NY,USA,>
2011-12-30,2011,0,18,2,2,0,0,9,2011 NYE,2011 NYE,The Horse,Horse,1,Madison Square Garden,New York,NY,USA,>
2011-12-30,2011,0,19,2,2,0,0,6,2011 NYE,2011 NYE,Silent in the Morning,Silent,1,Madison Square Garden,New York,NY,USA,>
2011-12-30,2011,0,20,1,2,0,0,12,2011 NYE,2011 NYE,David Bowie,Bowie,1,Madison Square Garden,New York,NY,USA,","
2011-12-30,2011,0,21,5,2,0,0,6,2011 NYE,2011 NYE,The Squirming Coil,Coil,1,Madison Square Garden,New York,NY,USA,
2011-12-30,2011,0,22,1,e,0,0,15,2011 NYE,2011 NYE,Boogie On Reggae Woman,Boogie On,0,Madison Square Garden,New York,NY,USA,","
2011-12-30,2011,0,23,6,e,0,0,11,2011 NYE,2011 NYE,Good Times Bad Times,GTBT,0,Madison Square Garden,New York,NY,USA,
