showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
1996-07-07,1996,0,1,2,1,0,0,4,1996 Summer European Tour,1996 Summer,Sample in a Jar,Sample,1,Parco Aquatica,Milan,Lombardy,Italy,>
1996-07-07,1996,0,2,1,1,0,0,7,1996 Summer European Tour,1996 Summer,Divided Sky,Divided,1,Parco Aquatica,Milan,Lombardy,Italy,","
1996-07-07,1996,0,3,1,1,0,0,7,1996 Summer European Tour,1996 Summer,Bouncing Around the Room,Bouncin',1,Parco Aquatica,Milan,Lombardy,Italy,","
1996-07-07,1996,0,4,2,1,0,0,9,1996 Summer European Tour,1996 Summer,The Curtain,Curtain,1,Parco Aquatica,Milan,Lombardy,Italy,>
1996-07-07,1996,0,5,1,1,0,0,8,1996 Summer European Tour,1996 Summer,Tweezer,,1,Parco Aquatica,Milan,Lombardy,Italy,","
1996-07-07,1996,0,6,1,1,0,0,2,1996 Summer European Tour,1996 Summer,Sweet Adeline,,0,Parco Aquatica,Milan,Lombardy,Italy,","
1996-07-07,1996,0,7,1,1,0,0,9,1996 Summer European Tour,1996 Summer,Uncle Pen,,0,Parco Aquatica,Milan,Lombardy,Italy,","
1996-07-07,1996,0,8,2,1,0,0,4,1996 Summer European Tour,1996 Summer,Cavern,,1,Parco Aquatica,Milan,Lombardy,Italy,>
1996-07-07,1996,0,9,2,1,0,0,7,1996 Summer European Tour,1996 Summer,Run Like an Antelope,Antelope,1,Parco Aquatica,Milan,Lombardy,Italy,>
1996-07-07,1996,0,10,6,1,0,0,7,1996 Summer European Tour,1996 Summer,Suzy Greenberg,Suzy,1,Parco Aquatica,Milan,Lombardy,Italy,
