showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
2002-12-14,2002,1,1,1,1,0,0,0,Not Part of a Tour,No Tour,46 Days,46 Days,1,"Studio 8H, NBC Studios",New York,NY,USA,","
2002-12-14,2002,1,2,6,1,0,0,0,Not Part of a Tour,No Tour,Chalk Dust Torture,CDT,1,"Studio 8H, NBC Studios",New York,NY,USA,
2002-12-19,2002,1,1,6,1,0,0,0,Not Part of a Tour,No Tour,All of These Dreams,All of These Dreams,1,Ed Sullivan Theater,New York,NY,USA,
2002-12-31,2002,0,1,1,1,0,0,3,2002/2003 Inverted NYE Run,2002/2003 NYE,Piper,Piper,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,2,1,1,0,0,3,2002/2003 Inverted NYE Run,2002/2003 NYE,Guyute,Guyute,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,3,1,1,0,0,3,2002/2003 Inverted NYE Run,2002/2003 NYE,NICU,NICU,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,4,1,1,0,0,3,2002/2003 Inverted NYE Run,2002/2003 NYE,Horn,Horn,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,5,1,1,0,0,7,2002/2003 Inverted NYE Run,2002/2003 NYE,Wilson,Wilson,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,6,1,1,0,0,278,2002/2003 Inverted NYE Run,2002/2003 NYE,Mound,Mound,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,7,2,1,0,0,18,2002/2003 Inverted NYE Run,2002/2003 NYE,The Squirming Coil,Coil,1,Madison Square Garden,New York,NY,USA,>
2002-12-31,2002,0,8,4,1,0,0,1,2002/2003 Inverted NYE Run,2002/2003 NYE,David Bowie,Bowie,1,Madison Square Garden,New York,NY,USA,
2002-12-31,2002,0,9,2,2,0,0,1361,2002/2003 Inverted NYE Run,2002/2003 NYE,Waves,Waves,1,Madison Square Garden,New York,NY,USA,>
2002-12-31,2002,0,10,1,2,0,0,10,2002/2003 Inverted NYE Run,2002/2003 NYE,Divided Sky,Divided,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,11,1,2,0,0,5,2002/2003 Inverted NYE Run,2002/2003 NYE,Lawn Boy,Lawn Boy,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,12,1,2,0,0,2,2002/2003 Inverted NYE Run,2002/2003 NYE,Carini,Carini,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,13,1,2,0,0,2,2002/2003 Inverted NYE Run,2002/2003 NYE,Rift,Rift,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,14,2,2,0,0,4,2002/2003 Inverted NYE Run,2002/2003 NYE,Harry Hood,Hood,1,Madison Square Garden,New York,NY,USA,>
2002-12-31,2002,0,15,4,2,0,0,3,2002/2003 Inverted NYE Run,2002/2003 NYE,Character Zero,Character Zero,1,Madison Square Garden,New York,NY,USA,
2002-12-31,2002,0,16,1,3,0,0,4,2002/2003 Inverted NYE Run,2002/2003 NYE,Sample in a Jar,Sample,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,17,2,3,0,0,1361,2002/2003 Inverted NYE Run,2002/2003 NYE,Seven Below,Seven Below,1,Madison Square Garden,New York,NY,USA,>
2002-12-31,2002,0,18,2,3,0,0,55,2002/2003 Inverted NYE Run,2002/2003 NYE,Auld Lang Syne,Auld Lang Syne,0,Madison Square Garden,New York,NY,USA,>
2002-12-31,2002,0,19,3,3,0,0,5,2002/2003 Inverted NYE Run,2002/2003 NYE,Runaway Jim,Runaway Jim,1,Madison Square Garden,New York,NY,USA,->
2002-12-31,2002,0,20,1,3,0,0,153,2002/2003 Inverted NYE Run,2002/2003 NYE,Time Loves a Hero,Time Loves a Hero,0,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,21,1,3,0,0,8,2002/2003 Inverted NYE Run,2002/2003 NYE,Taste,Taste,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,22,1,3,0,0,38,2002/2003 Inverted NYE Run,2002/2003 NYE,Strange Design,Strange Design,1,Madison Square Garden,New York,NY,USA,","
2002-12-31,2002,0,23,5,3,0,0,1361,2002/2003 Inverted NYE Run,2002/2003 NYE,Walls of the Cave,WotC,1,Madison Square Garden,New York,NY,USA,
2002-12-31,2002,0,24,6,e,0,0,1,2002/2003 Inverted NYE Run,2002/2003 NYE,Wading in the Velvet Sea,Velvet Sea,1,Madison Square Garden,New York,NY,USA,
