showdate,showyear,exclude,position,transition,set,isjam,isreprise,gap,tourname,tourwhen,song,nickname,is_original,venue,city,state,country,trans_mark
2013-08-05,2013,0,1,2,1,0,0,2,2013 Summer Tour,2013 Summer,AC/DC Bag,Bag,1,Hollywood Bowl,Hollywood,CA,USA,>
2013-08-05,2013,0,2,2,1,0,0,6,2013 Summer Tour,2013 Summer,The Moma Dance,Moma,1,Hollywood Bowl,Hollywood,CA,USA,>
2013-08-05,2013,0,3,1,1,0,0,4,2013 Summer Tour,2013 Summer,Sparkle,,1,Hollywood Bowl,Hollywood,CA,USA,","
2013-08-05,2013,0,4,1,1,0,0,3,2013 Summer Tour,2013 Summer,Stealing Time From the Faulty Plan,STFTFP,1,Hollywood Bowl,Hollywood,CA,USA,","
2013-08-05,2013,0,5,1,1,0,0,4,2013 Summer Tour,2013 Summer,Lawn Boy,,1,Hollywood Bowl,Hollywood,CA,USA,","
2013-08-05,2013,0,6,1,1,0,0,4,2013 Summer Tour,2013 Summer,Wolfman's Brother,Wolfman's,1,Hollywood Bowl,Hollywood,CA,USA,","
2013-08-05,2013,0,7,2,1,0,0,6,2013 Summer Tour,2013 Summer,Roses Are Free,Roses,0,Hollywood Bowl,Hollywood,CA,USA,>
2013-08-05,2013,0,8,1,1,0,0,11,2013 Summer Tour,2013 Summer,Scent of a Mule,SOAMule,1,Hollywood Bowl,Hollywood,CA,USA,","
2013-08-05,2013,0,9,1,1,0,0,4,2013 Summer Tour,2013 Summer,Ocelot,,1,Hollywood Bowl,Hollywood,CA,USA,","
2013-08-05,2013,0,10,1,1,0,0,4,2013 Summer Tour,2013 Summer,Cavern,,1,Hollywood Bowl,Hollywood,CA,USA,","
2013-08-05,2013,0,11,4,1,0,0,33,2013 Summer Tour,2013 Summer,While My Guitar Gently Weeps,WMGGW,0,Hollywood Bowl,Hollywood,CA,USA,
2013-08-05,2013,0,12,2,2,0,0,4,2013 Summer Tour,2013 Summer,Chalk Dust Torture,CDT,1,Hollywood Bowl,Hollywood,CA,USA,>
2013-08-05,2013,0,13,2,2,0,0,4,2013 Summer Tour,2013 Summer,Golden Age,,0,Hollywood Bowl,Hollywood,CA,USA,>
2013-08-05,2013,0,14,1,2,0,0,5,2013 Summer Tour,2013 Summer,Birds of a Feather,BOAF,1,Hollywood Bowl,Hollywood,CA,USA,","
2013-08-05,2013,0,15,2,2,0,0,3,2013 Summer Tour,2013 Summer,Sand,,0,Hollywood Bowl,Hollywood,CA,USA,>
2013-08-05,2013,0,16,2,2,0,0,2,2013 Summer Tour,2013 Summer,Down with Disease,DwD,1,Hollywood Bowl,Hollywood,CA,USA,>
2013-08-05,2013,0,17,2,2,0,0,9,2013 Summer Tour,2013 Summer,"My Friend, My Friend",My Friend,1,Hollywood Bowl,Hollywood,CA,USA,>
2013-08-05,2013,0,18,2,2,0,0,2,2013 Summer Tour,2013 Summer,Harry Hood,Hood,1,Hollywood Bowl,Hollywood,CA,USA,>
2013-08-05,2013,0,19,5,2,0,0,5,2013 Summer Tour,2013 Summer,Character Zero,,1,Hollywood Bowl,Hollywood,CA,USA,
2013-08-05,2013,0,20,6,e,0,0,7,2013 Summer Tour,2013 Summer,Loving Cup,,0,Hollywood Bowl,Hollywood,CA,USA,
